newid,id_original,date,comment,actual_song,actual_singer,song,singer,album,lyric,matching_fragments,cite_type,title,note,id_0123,fragment_number,lyric_number,matchlyric_number
0893,3462,2018-07-29,1078,花月调,洪尘,花月调,洪尘,花月调,✿ 她调筝绿波间 眉长鬓青，纤裳翩翩 依稀梦里，似曾相见 ✿ 他闻声抛书卷 摇扇信步，凝眸花间 顾盼流离，浅窥半面 ✿ 轻颦浅笑细语娇软 泠泠曲罢流莺转 芳心一寸，竟被相思染 ✿ 月破黄昏叹春宵短 徐徐风来暗香满 疏星几点，偷把韶光换 ✿ 她伫立云窗前 袅娜娉婷，素手纤纤 临水照花，闲拨琴弦 ✿ 他临风正少年 细马轻衫，君子谦谦 高楼漫倚，赋诗吟笺 ✿ 轻颦浅笑细语娇软 泠泠曲罢流莺转 芳心一寸，竟被相思染 ✿ 月破黄昏叹春宵短 徐徐风来暗香满 疏星几点，偷把韶光换 ✿ 满庭花阴花下流连 落花空引相思怨 相逢弗易，心里偷偷恋 ✿ 天心月圆月华如练 柳丝缠绵这思念 团扇微风，代我轻抚他面,"风来暗香满, 风来暗香满",3,0,,837,5,233,10
0188,616,2007-07-01,435,心驰神往,凤凰传奇,心驰神往,凤凰传奇,吉祥如意,天蓝蓝的天风无际无边 遗忘的从前在地平线若隐若现 是什么样的思念卷起千堆雪 心忽然间像要吹散耶 你羞羞的脸 羞红了春天草一样鲜美 花一般艳 撩动心弦 爱是那辽阔的草原 燃烧的火焰 日日夜夜 疯狂的蔓延 有你在的那个远方总让我心驰神往 一路有你的歌唱我就不怕岁月漫长 有你在的那个远方总让我心驰神往 插上云彩的翅膀就能找到梦想天堂 自由飞翔 你羞羞的脸 羞红了春天草一样鲜美 花一般艳 撩动心弦 爱是那辽阔的草原 燃烧的火焰 日日夜夜 疯狂的蔓延 有你在的那个远方总让我心驰神往 一路有你的歌唱我就不怕岁月漫长 有你在的那个远方总让我心驰神往 插上云彩的翅膀就能找到梦想天堂 有你在的那个远方总让我心驰神往 一路有你的歌唱我就不怕岁月漫长 有你在的那个远方总让我心驰神往 插上云彩的翅膀就能找到梦想天堂 自由飞翔,卷起千堆雪,3,0,,172,5,242,5
0125,373,1993-08-01,1068,梅花三弄,姜育恒,梅花三弄,徐雯,别让我一个人醉,红尘自有痴情者 莫笑痴情太痴狂 若非一番寒澈骨 那得梅花扑鼻香 问世间情为何物 只教人生死相许 看人间多少故事 最消魂梅花三弄  梅花一弄断人肠 梅花二弄费思量 梅花三弄风波起 云烟深处水茫茫  红尘自有痴情者 莫笑痴情太痴狂 若非一番寒澈骨 那得梅花扑鼻香 问世间情为何物 只教人生死相许 看人间多少故事 最消魂梅花三弄  问世间情为何物 只教人生死相许 看人间多少故事 最消魂梅花三弄,"得梅花扑鼻香, 得梅花扑鼻香",2,0,,117,6,182,12
0899,3471,2018-03-21,1064,鲛人之遇鳞,小爱的妈,鲛人之遇鳞,小爱的妈,鲛人之遇鳞,编曲：winky诗 和声：winky诗 后期：徐驰 演唱：小爱的妈 枯禅一眼溺入幽暗的泉 似蹙非蹙羽睫织成鳞片 墨袖舒卷竟拨开一池铜钱 绯樱白雪何其眷恋你掌心的茧 你已路过太多 浮世轮回相濡以沫的涸泽 可笑你并非我 焉知我贪嗔喜乐的因果 我跋涉千里为你跃过这黄河九曲 扶摇龙门去轻若鸿羽 一入沧浪无际月明中才肯抛几斛泪滴 隔山海赠予不相见的你 隰有荷华我沉入一溪轻纱 辉夜作眸乌云为发你记得我吗 你已看过无数 驿寄梅花鱼传尺素最浪漫的典故 可惜你并非我 焉知我贪嗔喜乐的孤独 我跋涉千里为你跃过这黄河九曲 扶摇龙门去轻若鸿羽 一入沧浪无际月明中才肯抛几斛泪滴 隔山海赠予不相见的你 我牧电乘霜为你流放这洞庭浩荡 井中传书来寄往何方 一入碧海无量离歌才敢唱到震旦洪荒 相思的鲛绡又织了多长,驿寄梅花鱼传尺素,3,0,,842,8,284,8
0413,2077,1983-01-01,1062,四张机,甄妮,四张机,甄妮,射雕英雄传,四张机 鸳鸯织就欲双飞 可怜未老头先白 春波碧草 晓寒深处 相对浴红衣 四张机 鸳鸯织就欲双飞 可怜未老头先白 春波碧草 晓寒深处 相对浴红衣,"张机鸳鸯织就, 张机鸳鸯织就",3,0,,385,6,60,12
0288,1257,2018-08-28,1052,故乡的云,费翔,故乡的云,严当当,原唱经典名曲珍藏7, 天边飘过故乡的云 它不停的向我召唤 当身边的微风轻轻吹起 有个声音在对我呼唤 归来吧归来哟 浪迹天涯的游子 归来吧归来哟 别再四处飘泊 踏著沉重的脚步 归乡路是那么的漫长 当身边的微风轻轻吹起 吹来故乡泥土的芬芳 归来吧归来哟 浪迹天涯的游子 归来吧归来哟 我已厌倦飘泊 我已是满怀疲惫 眼里是酸楚的泪 那故乡的风和故乡的云 为我抹去创痕 我曾经豪情万丈 归来却空空的行囊 那故乡的风和故乡的云 为我抚平创伤 啊...... 归来吧归来哟 浪迹天涯的游子 归来吧归来哟 别再四处飘泊 我已是满怀疲惫 眼里是酸楚的泪 那故乡的风和故乡的云 为我抹去创痕 我曾经豪情万丈 归来却空空的行囊 那故乡的风和故乡的云 为我抚平创伤 那故乡的风和故乡的云 为我抚平创伤,床前明月光疑是地上霜举头望明月低头思故乡,1,0,,263,20,186,20
0319,1474,2016-09-09,1043,神经病,耀乐团,神经病,耀乐团,Super 耀,我崇拜神经病他们有想象力 对认准的事别人都反对他们也很确定 是坚持或是偏执我不管 反正是天才或是白痴谁说也不算 我跟你讲个故事故事里有枚戒指 它可以变成魔鬼也可以变成天使 你天真的以为它只是一部电视剧 可我天生就把它当做人生的收视率 来的来走的走我早已习惯 这条路我走了很久感谢有你陪伴 还在这路上的人儿我向你鞠躬 那些已经走远的我祝你一路顺风 我做我最爱的事无视现实的讽刺 我也许做不到那么好为了你我会拼命坚持 我也常会觉得累会疲惫会颓废会哭 当我想后悔想后退我就会大声喊出 IsayDaah…… 你知道我会成功死路一条我走通 古人云曰都叫我愚公向前跑向前冲 纵使山穷水尽疑无路吾待柳暗花明又一村 我跋山涉水步步维艰看日出东方又新的一天 uh笑我的人尽情笑吧uh爱我的人尽兴尖叫 uh这疯子不吃药 张敬豪好紧张你这么正常吓我一跳 喂你站直你别放肆 你是木偶你不是木头 我想说没有你我的世界应该怎么办 我想说拥有你给我全世界Yes我都不换 可他们说我不好他们说我太吊 他们说不能接受现实的人就会被炒 我想说我很好我想说我不吊 我只是不想在音乐的世界闻到钱的味道 IsayDaah……,柳暗花明又一村,2,0,,292,7,418,7
0382,1883,2021-07-19,1037,女中豪杰,阿敏,女中豪杰,沈佳雯,Virgo,横空出世成为你的下个爱豆 我的新歌和他们的不在一个level 谁说符合标准才能值得被歌颂 我说坚持自己才是正确的选择 那些人指指点点躲在阴暗角落 评头论足他们算什么 now昂首挺胸大步向前成为最耀眼的 谁是女中豪杰闪耀全场 面对诋毁她就奋起反抗 守护自己的信仰 勇敢攀上最高峰 comeoncomeoncomeon 谁是女中豪杰 我是女中豪杰 我是女中豪杰 wowowowowo我是女中豪杰 wowowowowo我是女中豪杰 wowowowowo谁是女中豪杰 wowowowowo我是女中豪杰 我准备大杀四方秀出我的花样 抛掉所有杂念脑中从不迷茫 无所畏惧我相信我的胆量 我就是我最靠得住的肩膀 不惧怕那些有钱没实力的资源咖 他们只不过是无脑的艺术夸 Now昂首挺胸大步向前成为最耀眼的 谁是女中豪杰闪耀全场 面对诋毁她就奋起反抗 守护自己的信仰 勇敢攀上最高峰 comeoncomeoncomeon 谁是女中豪杰 我是女中豪杰 我是女中豪杰 wowowowowo我是女中豪杰 wowowowowo我是女中豪杰 wowowowowo谁是女中豪杰 wowowowowo我是女中豪杰 杭州回声文化艺术策划有限公司,"宁可枝头抱香, 天地有正气, 皇路当清夷, 宁可枝头抱香, 宁可枝头抱香, 宁可枝头抱香",2,0,,354,16,299,34
0388,1930,2018-03-28,1032,吾爱张国荣4月1日,郑冰冰,郑冰冰-吾爱张国荣4月1日,郑冰冰,WHY? 吾爱的那些巨星都走了,"编曲王嘉南 录音拉近娱乐 和声郑冰冰 后期Mr.鱼 主歌1 《有心人》叹《客途秋恨》； 《烈火灯蛾》残，《浮生若梦》； 《夜半歌声》唤《梦死醉生》， 《谁负了谁》的宁采臣。 主歌2 《今生今世》《当爱已成往事》； 《到未来日子》《追》,《失散的影子》； 《不羁的风》带走秋天叶子； 《刻骨铭心》是你的样子。 过渡 《找一个地方》将你《凝望》， 《情自困》，《月正亮》，星亦茫。 副歌1 《一追再追》直到世界《停止转动》 《胭脂扣》洒下漫天血样的《红》， 无脚鸟流浪在愚人的国度。 副歌2 《七色的爱》绘画《痴心的我》， 《释放天真》要你《永远记得》， 《我》就是我是颜色不一样的烟火。 间奏rap 是谁给我一个信念的身骨， 可以洒脱迈出坚定的舞步。 谁能给我一个释怀的理由， 用颤抖的手用嘶哑的喉， 用不眠的夜和畏惧的眼眸。 我用信念站在光明的角落， 好像是猛虎在蔷薇间揣度。 心怀感激做最光荣的一个， 不一样的烟火不一样的我， 哪怕伸开手掌全都是泡沫。 主歌3 《爱情路里》总有冰天雪地； 《默默向上游》《沉默是金》； 《同步过冬》，《为你钟情》； 《情到浓时》《难以再说对不起》。 过渡2 《找一个地方》将你《凝望》， 《情自困》，《月正亮》，星亦茫。 副歌3 《一追再追》直到世界《停止转动》 《胭脂扣》洒下漫天血样的《红》， 无脚鸟流浪在愚人的国度。 副歌4 《七色的爱》绘画《痴心的我》， 《释放天真》要你《永远记得》， 我就是我是颜色不一样的烟火。 过渡3 《风继续吹》《春夏秋冬》； 《我要逆风去》，《何去何从》； 兰花百合《深情相拥》；共《但愿人长久》。 我就是我是颜色不一样的烟火。 我就是我是颜色不一样的烟火。 副歌5 《一追再追》直到世界《停止转动》 《胭脂扣》洒下漫天血样的《红》， 无脚鸟流浪在愚人的国度。 副歌6 《七色的爱》绘画《痴心的我》， 《释放天真》要你《永远记得》， 我就是我是颜色不一样的烟火。 结尾 《分飞燕》本是《冤家》; 《风再起时》变《红颜白发》; 《春光乍泄》下《午后红茶》; 《野火》《没有烟总有花》 独白 我就是我是颜色不一样的烟火。 我不失烟火我不食人间烟火 Leslieiloveyou",但愿人长久,3,0,,360,5,592,5
0879,3420,2014-11-17,1031,月上瓜州,蔡翊昇,月上瓜州,贰婶,不贰,挑拨昨夜雨 烛火风吹去 乌篷小舟摇曳一船笛 泊在近岸听岸上行人软语 也让我想起我的故里  于是我踏上了岸 想去听听说书人的笑谈 看客总喜欢 听痴男怨女的纠缠 此刻不妨声色短暂  帘外雨又起 月过山时停 徘徊老街闻青砖酒香浸 夜深人靜我对月一抒生平 故人在梦里何必吹醒  都说春风满江南 我看来是不懂个中的悲欢 客过了千帆 看城镇烟雨多少婉转 明月何时照我还？  我又撑起了小船 由西复东往另一个泊岸 唱着「故乡遥」 看淡了陌生山川 或许今夜月光太寒,明月何时照我还,3,0,,824,7,193,7
0792,3216,2018-10-13,1014,属阿谁,王胜娚,属阿谁,王胜男,属阿谁（Demo ）,编曲：王胜男 烟花三月离人巷 挑灯步履情难忘 若相思满腔柔情无处藏 夕阳傍山时红妆 坐盼天亮恨无双 笑可叹却唤不回铁石心肠 月可方圆山里念 心有所向意绵绵 我只愿花落人往两不欠 旧梦浮舟生死间 长风万里半世癫 故地人空留伤了离别  独守空窗何所望 暖风轻语不思量 柔肠断天涯陌路泪几行 月空如花歌韵长 琵琶声声过三江 许佳期不知何处来寻嚷 薄情浓雾吹不散 前世难修今生缘 闹明月何事长向别时圆 人事荒唐回眸一笑 是非成败不去计较 沧海两茫茫你我从此两相忘,何事长向别时圆人,3,0,,737,8,196,8
0856,3373,2015-03-18,1013,你在哪里,沈庆,你在哪里,沈庆,你在哪里,满城的风沙才刚刚苏醒 春天又来了吧你在哪里 残冬的积雪还没有融尽 我要为你歌唱你在哪里  你在哪里 我爱过的人 世界终于缤纷 我却丢了青春  你在哪里 曾爱过我的人 看我变得陌生 你会不会心疼  黄昏和黎明都只是风景 我一路走走停停忽远忽近 喧闹或冷清不过是幻影 没有了你之后我没了曾经  你在哪里 我深爱的人 你是否还记得我笨拙的天真  你在哪里 还深爱我的人 只有你能收容我的灵魂  有过悲伤也有欢笑 路过绝望路过骄傲 我只怕独上高楼望断天涯路 灯火是灯火 找不到阑珊处  满城的风沙才刚刚苏醒 春天又来了吧你在哪里,独上高楼望,3,0,,801,5,225,5
0273,1192,2021-05-08,214,中国喜事,凤凰传奇,中国喜事,凤凰传奇,中国喜事,女：锣鼓敲起来张灯又结彩  喜气洋洋扑面而来 男：四面在摇摆八方乐开怀 龙凤呈祥好戏连台 女：你来我来热热闹闹的精彩  欢天喜地好运来 山河痛快你爱我爱  爱到喜出望外  花儿常开春常在 华夏澎湃  合：嘿恭喜恭喜恭喜恭喜你  人逢喜事精神爽 恭喜恭喜你  嘿恭喜恭喜恭喜恭喜你  春风得意马疾驰 恭喜恭喜你  女：好一个姿态东方的气派  国富民强崭新时代 男：把握好现在明天更豪迈 看我们闪耀世界舞台 女：你来我来热热闹闹的精彩  欢天喜地好运来 山河痛快你爱我爱 爱到喜出望外 花儿常开春常在 华夏澎湃  合：嘿恭喜恭喜恭喜恭喜你  人逢喜事精神爽 恭喜恭喜你  嘿恭喜恭喜恭喜恭喜你  春风得意马疾驰 恭喜恭喜你  男：嘿我祝愿你啊 身体健康万事如意 喜从天降欣喜若狂 喜气盈门好事成双 好人好运金玉满堂 神采飞扬如愿以偿 财源滚滚来福如东海长  合：嘿恭喜恭喜恭喜恭喜你 人逢喜事精神爽 恭喜恭喜你 嘿恭喜恭喜恭喜恭喜你  春风得意马疾驰 恭喜恭喜你  嘿恭喜恭喜恭喜恭喜你 人逢喜事精神爽 恭喜恭喜你  嘿恭喜恭喜恭喜恭喜你  春风得意马疾驰 恭喜恭喜你  恭喜恭喜你,"春风得意马, 春风得意马, 春风得意马, 春风得意马",3,0,现代歌把文言变成现代语,250,5,409,20
0684,2929,1993-11-01,989,鸳鸯锦,叶欢,鸳鸯锦,陈影,梅花三弄 电视主题曲全集,梅花开似雪 红尘如一梦 枕边泪共阶前雨 点点滴滴成心痛  忆当时初相见 万般柔情都深种 但愿同展鸳鸯锦 挽住时光不许动  情如火何时灭 海誓山盟空对月 但愿同展鸳鸯锦 挽住梅花不许谢   去年圆月时 花市灯如昼 旧时天气旧时衣 点点滴滴成追忆  忆当时初相见 万般柔情都深种 但愿同展鸳鸯锦 挽住时光不许动  情如火何时灭 海誓山盟空对月 但愿同展鸳鸯锦 挽住梅花不许谢   忆当时初相见 万般柔情都深种 但愿同展鸳鸯锦 挽住时光不许动  情如火何时灭 海誓山盟空对月 但愿同展鸳鸯锦 挽住梅花不许谢  但愿同展鸳鸯锦 挽住梅花不许谢,"泪共阶前雨, 时花市灯如昼, 旧时天气旧时",2,0,,634,17,224,17
0770,3157,2017-01-23,980,《拔刀》-天涯明月刀,伦桑,《拔刀》-天涯明月刀,伦桑,《拔刀》-天涯明月刀,莫问天涯远不远 人在天涯天涯堪远？ 莫问明月何处 月在心间心即明月 莫问刀是什么刀 空空蒙蒙虚幻缥缈 莫问人是什么人 人犹未归人已断肠 无亲无友无软榻无西风瘦马 若拔刀即是天涯 手如铅白鞘如夜黑刀如电如怒 烈日如火道如烘炉心如沸如煮 前尘往事锥魂噬骨四海皆穷途 唯拔刀解我一生孤独  莫问何处是归程 近在眼前茫然不见 莫问如何方可见 路在脚下路在心间 无星无月无烈酒无大道明灯 若拔刀即是归程 手如铅白鞘如夜黑刀如电如怒 烈日如火道如烘炉心如沸如煮 蔷薇刺血明月无心多情最无情 唯拔刀斩破桎梏宿命 手如铅白鞘如夜黑刀如电如怒 烈日如火道如烘炉心如沸如煮 念动神知后发先至一瞬尽生死 我心即拔刀所向之处,何处是归程,3,0,,715,5,271,5
0347,1625,2017-05-26,957,江湖,赵江湖,江湖,赵江湖,江湖,东边日出西边落 漫天星斗月当空 一方水土一方侠 一副肝胆走天涯 东边日出西边落 漫天星斗月当空 一方水土一方侠 一副肝胆走天涯 城里城外人中人 人外有人那天外天 山外青山楼外楼 五湖四海任逍遥 一人行走 孤独 江湖险恶 艺人行走 功夫 南北西东 我望江湖 我梦江湖 我练江湖 我在江湖 混 江湖.. 江湖... 城里城外人中人 人外有人那天外天 山外青山楼外楼 五湖四海任逍遥 一人行走 孤独 江湖险恶 艺人行走 功夫 南北西东 我望江湖 我梦江湖 我练江湖 我在江湖 混 江湖... 一人行走 孤独 江湖险恶 艺人行走 功夫 南北西东 我望江湖 我梦江湖 我练江湖 我在江湖 混 江湖... 江湖~~~~ 江湖... 江湖... 江湖~~~~~~~~~~~,"东边日出西边, 东边日出西边, 山外青山楼外楼, 山外青山楼外楼",3,0,,320,13,167,26
0884,3438,2016-09-18,945,遵义下雨了,蒋蒋,遵义下雨了,蒋蒋,遵义下雨了,遵义下了一场不尽兴勒雨 淋湿的街道上面人来人往勒局 吹了点风面容看似八面玲珑 有人耍风度其实冷得全身冰冻 吵架勒情侣一不安逸就说分咯 两杯马尿一喝疯咯出了酒吧门口就哭了 夜色勒遵义男生和女生的趴体 高冷的懒得搭理装逼的还在继续 这下了雨的遵义城霓虹灯很迷人 毛坡的朋友总是喜欢出入这座城 下雨的遵义城美女都很迷人 碧玉妆成一树高自以为是范冰冰 下了雨的城听我自述 风儿在吹带走孤独 下了雨的城听我自述 风儿在吹带走孤独  遵义下了一场不尽兴勒雨 淋湿的街道上面人来人往勒局 吹了点风面容看似八面玲珑 有人耍风度其实冷得全身冰冻 吵架勒情侣一不安逸就说分咯 两杯马尿一喝疯咯出了酒吧门口就哭了 夜色勒遵义男生和女生的趴体 高冷的懒得搭理装逼的还在继续 这下了雨的遵义城霓虹灯很迷人 毛坡的朋友总是喜欢出入这座城 下雨的遵义城美女都很迷人 碧玉妆成一树高自以为是范冰冰 下了雨的城听我自述 风儿在吹带走孤独 下了雨的城听我自述 风儿在吹带走孤独,"碧玉妆成一树高, 碧玉妆成一树高",3,0,,828,7,388,14
0901,3473,2016-10-11,937,司花令,小爱的妈,司花令,小爱的妈,玄中色,编曲：阿珂 和声：HITA 笛子：水玥儿 古筝：莲琊 后期：啊鲤 演唱：小爱的妈  文案： 相传，司花之神——女夷，待冬去春来之时， 踏遍九州，击鼓而歌，以长百谷禽鸟草木。 时从小寒至谷雨，始梅花，终楝花，凡二十四番花信风。 舍断霜化雪之寒，得百花齐放之暖。  凌波随云落撷风掩影婆娑 悬黎宝幄环佩璎珞雾绕衣袂翠霞惹  素手起清瑟踏月沾露几何 鸣鼓而歌以司天和岁寒唱至惊蛰  寒梅孤芳彻山茶染丹雘 清雅水中仙独立自婀娜 瑞香栾枝锦空谷幽兰客 瑒花独倚春风不借矾成色 待到迎春花开看樱桃羞涩 争春茁辛夷始发红萼  仙姿瑞云遮鸣弦与鼓声和 九重天阔惊雷叩钹春雨细润阡陌  凤蝶绕芸薹杏花犹娇弱 芳径寻白李映桃夭灼灼 棣棠摇绿萝蔷薇影独酌 濛濛细雨海棠不惜胭脂色 月朔梨花堆雪却难见姮娥 朝露澈杜鹃啼木兰落  桐花等春过翠麦秋择 柳絮飞漫天待折枝送客 牡丹倾城色荼靡花事末 千红春尽落后才将楝花惹 踏歌唱罢二十四番花信默 将春拓司花者何人说,"二十四番花信风, 海棠不惜胭脂色, 二十四番花信",2,0,,844,21,324,20
0324,1496,2016-10-26,926,我不是潘金莲,"elephant DEE 徐熙娣, 大鹏",我不是潘金莲,徐熙娣,来日方长,黄：有些东西 你要是不提我不去回忆 薛：惯了借叹气喘息 再试着碰碰运气 总要过下去 黄：总是妄想 借半生流离换某人怜悯 薛：只怪那输得起的 遇不上看得起的 找谁对不起 黄：我说爱或许是来日方长的事情 等不到人也至少盼着自己 薛：爱终究是来日方长的秘密 合：答案不过是场好觉睡醒 薛：有些东西 你要是不提我不去回忆 黄：只怪那输得起的 遇不上看得起的 找谁对不起 黄：我说爱或许是来日方长的事情 等不到人也至少盼着自己 薛：爱终究是来日方长的秘密 合：答案不过是场好觉睡醒,"大道如青天我独不得出, 大道如青天我独不得出, 大道如青天我独不得出",2,0,,297,20,496,30
0922,3524,2018-07-30,908,朝慕卿,老虎欧巴,朝慕卿,老虎欧巴,朝慕卿（with 少年霜）,北墟归工作室出品 策划：肚白【北墟归工作室】 编曲：水墨流苏 和声：少年霜 后期：柔柔【闻归工作室】 曲绘/海报：驭鬼【北墟归工作室】 PV：栗原  【遭贬谪的将军带着夫人居于乡下田园，忽然一天梦回吹角连营， 结局却是独自一人醉倒在万千功名里，身边空无一人。 将军顿觉前半生的汲汲营营，都比不上身旁温香暖玉。 于是甘愿放下一切。与爱人携手共度隐居躬耕的下半生。】  啊-- 昨夜风凄凄雨沥沥 窗棂几许清影 小园幽径独传树语 吟唱离人几许 清风送月入梦朝夕 多少荣归故里 厌醒鸟啼茕茕孑立 余独一人而已 乱红飞过秋千去 笔墨只将这言语 挥洒用破一生寂 妄言求不得的理 渴求君临这天下 空许你一世繁华 到头只山水人家 ==间奏== 窗外风清清鸟鸣鸣 归园田居静静 幽室斜枕五更已明 玉钗垂绕红绫 夙夜寂静而至蝉鸣 耳畔回旋不停 铁马冰河入梦之境 不及片刻兰馨 梦里山河皆孤寂 提携玉龙报君意 落雁沙鸥鸣万里 月落无声眠草萋 醉酒重影人依稀 酒醒独余如孤翼 泣血坠落下天际 啊-- 【梦醒时分甚是爱你】,"梦回吹角连营, 乱红飞过秋千去, 铁马冰河入梦",2,0,,865,26,321,19
0927,3544,2009-08-01,1078,春晓,谷建芬,春晓,谷建芬,新学堂歌 古诗词歌曲二十首,春晓（唐）  春眠不觉晓 处处闻啼鸟 夜来风雨声 花落知多少 春眠不觉晓 处处闻啼鸟 夜来风雨声 花落知多少 啦~啦啦 春眠不觉晓 处处闻啼鸟 夜来风雨声 花落知多少  春眠不觉晓 处处闻啼鸟 夜来风雨声 花落知多少 春眠不觉晓 处处闻啼鸟 夜来风雨声 花落知多少 啦~啦~啦~ 春眠不觉晓 处处闻啼鸟 夜来风雨声 花落知多少 夜来风雨声 花落知多少,"春眠不觉晓处处闻啼鸟夜来风雨声花落知多少, 春眠不觉晓处处闻啼鸟夜来风雨声花落知多少, 春眠不觉晓处处闻啼鸟夜来风雨声花落知多少, 春眠不觉晓处处闻啼鸟夜来风雨声花落知多少, 春眠不觉晓处处闻啼鸟夜来风雨声花落知多少, 春眠不觉晓处处闻啼鸟夜来风雨声花落知多少, 夜来风雨声花落知多少",1,1,,870,20,139,130
1030,3812,2017-04-10,904,出塞,张渠,出塞,张渠,《昭君出塞》舞剧音乐,演唱：曾乙 着尽汉宫衣 心知更不归 欲问塞南事 年年鸿雁飞  着尽汉宫衣 心知更不归 欲问塞南事 年年鸿雁飞,"着尽汉宫衣, 心知更不归, 欲问塞南事, 年年鸿雁飞, 着尽汉宫衣, 心知更不归, 欲问塞南事, 年年鸿雁飞",1,0,,970,20,40,40
0788,3207,2007-03-30,890,娘子你飞上九重天,左宏元,娘子你飞上九重天,左宏元,新白娘子传奇唱段原声,娘子你飞上九重天，可怜我哪我一命入黄泉 呼天唤地你听不见，难道你呐忘了我许仙 九泉之下我作鬼呀我作鬼 九天之上你成仙呀你成仙 劳燕分飞遭大限呀遭大限 上穷碧落下黄泉呀下黄泉 不在人间 九泉之下我作鬼呀，九天之上你成仙 劳燕分飞遭大限呀，上穷碧落下黄泉 不在人间,"上穷碧落下黄泉, 上穷碧落下黄泉",3,0,,733,7,117,14
0772,3160,2017-02-04,878,假酒李白（青莲剑仙 王者荣耀）,番茄队长,假酒李白,任宇翔,李白（ 青莲剑仙 王者荣耀）,王者李白 当我再次踏入长安 背后还是那把剑 把酒洒在上面 让你们见识我的全新理念 看我归隐山林 假装一蹶不振 永远的躲在这深山里面 而我像纯白的烟雾 轻盈的脚步再一次的出现 女掌柜倒满酒别手抖 目光从我的剑上离开 背后有人在偷瞄我 充满了坏而不是你眼中的爱 赞声这酒不赖 他们应该期待 自己长醉不会醒来 一会的残局 需要你收拾 那些粗人会打破你的碗筷 侠客行 加快我的攻击 挡住你的暗剑 将进酒 我已站在你的身后 你只能怀念我在眼前 神来之笔 感觉你像小兵 逃不出我的剑阵 十步杀一人青莲剑歌 千里不留行 用你的血 点燃我的诗性 当我走出了这家酒馆 发现我已经被包围 但百姓们都在叫好 你只能嫉妒我的身价太昂贵 我飘逸潇洒到你的女同伴 看我的眼神都不对 别再后退别再后退 你的人已经是我的五倍 我是三段突进的刺客 团战人头一个都不落 我有王者局的手感 show一脸的快感 大招写着无敌 结局很有可能反转 当我从前面穿透你的心脏 秒针只需要过一刻 只能怪你太脆 怪你队友太废 我不一定需要你的王位 但胜利只能属于我的团队 侠客行 加快我的攻击 挡住你的暗剑 将进酒 我已站在你的身后 你只能怀念我在眼前 神来之笔 感觉你像小兵 逃不出我的剑阵 十步杀一人青莲剑歌 千里不留行 用你的血 点燃我的诗性 金樽盈杯莫停 一曲长歌入敌营 握泣血剑九鼎 这场排位醉酒行 金樽盈杯莫停 一曲长歌入敌营 握泣血剑九鼎 这场排位醉酒行,"十步杀一人, 千里不留行, 十步杀一人, 千里不留行",2,0,,717,15,531,20
0151,484,2013-01-01,868,梦回鄱阳,庞龙,梦回鄱阳,庞龙,热门华语130,梦回鄱阳  爷爷的爷爷唱的那首歌 秋水共长天一色 潺潺的小溪旁桃花树下 范仲淹为春天泼墨 千年的微风从芝山吹过 多少动人的故事在婆娑 万亩的湖水不寂寞 银鱼邀请骄傲的白鹤 梦回鄱阳我们梦回鄱阳 饶河戏里谁唱谁和 吟诵那段传说 梦回鄱阳我们梦回鄱阳 让那小舟划动着清波 听渔米之乡的心得 啦…啦… 千年的微风从芝山吹过 多少动人的故事在婆娑 万亩的湖水不寂寞 银鱼邀请骄傲的白鹤 梦回鄱阳我们梦回鄱阳 饶河戏里谁唱谁和 吟诵那段传说 梦回鄱阳我们梦回鄱阳 让那小舟划动着清波 听渔米之乡的心得 梦回鄱阳我们梦回鄱阳 饶河戏里谁唱谁和 吟诵那段传说 梦回鄱阳我们梦回鄱阳 让那小舟划动着清波 听渔米之乡的心得 啦…啦…啦…,秋水共长天一色,2,0,,139,7,206,7
0357,1685,2017-08-15,866,念奴娇·赤壁怀古,幻境工场童声合唱团,念奴娇·赤壁怀古,幻境工场童声合唱团,宋词辑壹,合唱编写：高旗 编曲、MIDI制作：郭亮 领唱：马琳 大江东去，浪淘尽，千古风流人物。 故垒西边，人道是：三国周郎赤壁。 乱石穿空，惊涛拍岸，卷起千堆雪。 江山如画，一时多少豪杰。 遥想公瑾当年，小乔初嫁了，雄姿英发。 羽扇纶巾，谈笑间樯橹灰飞烟灭。 故国神游，多情应笑我，早生华发。 人生如梦，一樽还酹江月。 故国神游，多情应笑我，早生华发。 人生如梦，一樽还酹江月。 人生如梦，一樽还酹江月。,"大江东去浪淘尽千古风流人物故垒西边人道是三国周郎赤壁乱石穿空惊涛, 岸卷起千堆雪江山如画一时多少豪杰遥想公瑾当年小乔初嫁了雄姿英发羽扇纶巾谈笑间樯橹灰飞烟灭, 故国神游多情应笑我早生华发人",1,1,,330,90,107,90
